review_id,author,rating,time,text
Ci9DQUlRQUNvZENodHljRjlvT21kT1lUSnVZa0Y0VUc5Q1JqbHRhSGc0UVZKNFJHYxAB,O. K,5,a year ago,"The gym is great, fully equipped and clean. The receptionist, Bich Tram, was very helpful and friendly."
ChZDSUhNMG9nS0VJQ0FnSUR2bktQMVlBEAE,Mỹ thiện Nguyễn,5,a year ago,"The gym is clean, reasonably priced, the receptionists are friendly and enthusiastic, and the security guard is helpful. It's definitely worth a try!"
ChZDSUhNMG9nS0VJQ0FnTURndzZTVEd3EAE,Thanh Phúc,5,a year ago,"Good service, convenient, and clean.
Spacious and comfortable."
ChZDSUhNMG9nS0VJQ0FnSUQzZ05PMkZ3EAE,Chương Trương,5,a year ago,"The gym is spacious and well-ventilated, and the staff are enthusiastic."
ChZDSUhNMG9nS0VJQ0FnSUN2d0xHTFRnEAE,Van Binh Nguyen,5,a year ago,"Good quality for the price, enthusiastic personal trainers."
Ci9DQUlRQUNvZENodHljRjlvT2xWSFdGQnpaa2R2ZUdRNVFscGpWVEpyTWtwSWFFRRAB,Long Lê,5,a year ago,"The gym is clean, the trainers are enthusiastic, and the equipment is complete. The receptionist, Tram, is extremely helpful!"
ChZDSUhNMG9nS0VOM3JpX09VeGEtcmJnEAE,Sóng lớn Lưu,5,a year ago,"The Shine Fitness and Yoga gym caters to fitness enthusiasts and staff who provide services for muscle and body training. Everyone, male or female, will achieve a beautiful and flexible physique by working out at The Shine Fitness and Yoga. The gym has enthusiastic and cheerful instructors who are always ready to assist you, and beautiful and cheerful female staff members like Tram and Phuong who are always ready to help with any questions or requests for assistance. Come to The Shine Fitness and Yoga gym to improve your physique and overall health."
ChZDSUhNMG9nS0VJQ0FnSUNYc0tTNUJREAE,Doan Thuy Thuyen,4,a year ago,"The gym is private, the service is good, the staff are enthusiastic, the equipment is adequate, the price is reasonable for the service, and as a bonus, the restrooms smell amazing."
Ci9DQUlRQUNvZENodHljRjlvT2xwWFMySTRaWHBVUmpOWVVIazRUM1JKYm5FM1FrRRAB,Pham Tien,5,4 months ago,comfortable gym
ChdDSUhNMG9nS0VJQ0FnTUNvaE5XVXV3RRAB,Phong Phong,5,a year ago,"The gym is great, the trainers are enthusiastic, the staff are friendly, 100/10 for service quality!"
ChZDSUhNMG9nS0VJQ0FnTURJbi1pclpBEAE,Huan Tran,5,a year ago,The gym is clean and well-equipped with exercise machines. The staff are very enthusiastic.
Ci9DQUlRQUNvZENodHljRjlvT25acFNHcEpkM1owYlU5dFh5MWtkV3gzVW10T1NuYxAB,Thiện Nguyen,5,a year ago,"Good gym experience, quite full of exercise equipment, friendly and enthusiastic customer service and PT"
ChdDSUhNMG9nS0VJQ0FnSURyOThHWXRBRRAB,Anh Khôi Nguyễn Lưu,5,2 years ago,"Everyone here is very enthusiastic, professional, and friendly. The private gym is perfect for those who are shy around crowds."
Ci9DQUlRQUNvZENodHljRjlvT2xsTlREZEViek5zVG14NlFWUmZZWE5XWWxwU1RFRRAB,Ngọc Tùng,5,a year ago,"The gym is clean, the staff are friendly and helpful, definitely worth working out here 🥰🥰 …"
ChZDSUhNMG9nS0VJQ0FnSURuaU1qNUh3EAE,MS 19 Hồ Cảnh Minh,5,a year ago,"The gym is spacious and clean, the trainers are enthusiastic and friendly, and they provide advice on proper diet and exercise."
Ci9DQUlRQUNvZENodHljRjlvT2twMGRYQlRTRUZJZUVzdGRFSnBkRVZTVlRSRFEyYxAB,Phương Trần,5,10 months ago,That's amazing. Everyone should sign up for PT Jackson to help with their workouts.
ChdDSUhNMG9nS0VJQ0FnTURJc1BlVG9BRRAB,21-Nguyễn Đức Nhật,5,Edited a year ago,"Good service, friendly and helpful staff.
Prices are mid-range, so students don't have to worry too much about the cost."
Ci9DQUlRQUNvZENodHljRjlvT21oUFRHVTJhVFV6YWxZek1sSm1URVZYYzNCbFEyYxAB,Tân Nguyễn,5,6 months ago,The room is okay.
ChZDSUhNMG9nS0VJQ0FnSURuc01ydVV3EAE,Phượng Hồng,5,a year ago,"I wanted to lose weight, so I went to a clean gym with lots of machines. The receptionist was lovely, and the trainers were great."
ChZDSUhNMG9nS0VKNk9ycXJoenNtb2V3EAE,Trương Thanh Liêu,5,a year ago,"The gym is clean, the staff are helpful, and the exercise equipment is complete."
Ci9DQUlRQUNvZENodHljRjlvT2tOaGF6QnFXbTVhTjI5T01uWnFWbVV5Y1RVNVdIYxAB,Nguyên Lê,5,10 months ago,Okila yoga teacher
Ci9DQUlRQUNvZENodHljRjlvT2paNVVsTnJaekpwYzJkeU0yeFBaMGd3VDJ0NGJuYxAB,Tran Dang Khoa,5,a year ago,"Convenient location
Amenities and facilities
Friendly staff
Recommended to exercise at this location"
Ci9DQUlRQUNvZENodHljRjlvT2w5V1lqazJOR3AzYUVsTVFscHRSWGt5Y2kxbk5GRRAB,Nguyễn Minh Quang,5,4 months ago,very good
ChZDSUhNMG9nS0VLeUY3OW4xaE9QM0xBEAE,Trung Vu,5,a year ago,Enthusiastic and attentive service. The gym is new and fully equipped with high-quality equipment. Personal trainers provide excellent support.
ChZDSUhNMG9nS0VJQ0FnTURndC1uelN3EAE,Duy Bui Van,5,a year ago,"Clean and fully equipped.
Enthusiastic staff."
ChZDSUhNMG9nS0VJQ0FnSUNiLVBpSkdBEAE,Nguyễn Thái,5,2 years ago,"The gym is clean and spacious, and the personal trainers are very enthusiastic and dedicated."
ChdDSUhNMG9nS0VJQ0FnSUM3cjRuVHVnRRAB,cao ky Nguyễn,5,2 years ago,"The gym is beautiful, with a luxurious and spacious design. The personal trainer is enthusiastic, attentive, and handsome :)))"
ChZDSUhNMG9nS0VJQ0FnSURuc095TmN3EAE,Ngo Tram,5,a year ago,"The room was airy and clean, and the receptionists and personal trainers were friendly and enthusiastic. 10/10!"
Ci9DQUlRQUNvZENodHljRjlvT2sxSFREZDNWVFpqZG5KUlprcE9WV1J2VEd4d1NYYxAB,Cong Danh,5,11 months ago,"Very good, worth trying."
Ci9DQUlRQUNvZENodHljRjlvT2pJelFuTnlUMkZrVUU0MVRGRkNUVmxDTTFSUFlWRRAB,Tienlen Huynh,5,a year ago,"The rooms were new, clean, and smelled nice. The receptionists were beautiful and provided helpful advice."
ChZDSUhNMG9nS0VJQ0FnSURMejhHTkdnEAE,Trung Nhân,5,2 years ago,The gym is spacious and clean. The staff are attentive and pleasant. The music in the gym is great!
ChZDSUhNMG9nS0VJQ0FnSUR2dU83OVpREAE,Nguyễn Hoàng Thu Thảo,5,a year ago,"The gym is spacious and airy, everything here is great."
ChZDSUhNMG9nS0VJQ0FnSUN6ODl1cUx3EAE,Hai Nguyen,5,2 years ago,"The room was very well-maintained, with full services from parking to toilets! Definitely worth a stay."
ChdDSUhNMG9nS0VJQ0FnSUNfZzVPMW1nRRAB,Hồ Thư,5,a year ago,"The room was incredibly spacious.
There were so many modern and diverse amenities, and everyone was super nice."
Ci9DQUlRQUNvZENodHljRjlvT2tJdGJETnJWMlZSUkRsNk9WVk1ka2RWTjBsTk1GRRAB,K,5,a year ago,"The space is great, the equipment is excellent, and the staff are enthusiastic. 10 out of 10!"
ChdDSUhNMG9nS0VJQ0FnSUR2MFpfQ3R3RRAB,Tấn Kiệt Phan,5,a year ago,Awesome!
ChdDSUhNMG9nS0VJQ0FnSURQdGNPX3ZRRRAB,Ji Linh1205,5,a year ago,The room was clean and quite spacious.
ChdDSUhNMG9nS0VQalgyN3l4a2JfLXR3RRAB,Huỳnh Nguyễn Tuấn Huy,5,a year ago,"The room is great, spacious, cool, and perfect for exercising."
ChdDSUhNMG9nS0VJQ0FnSURuNUlxSV9RRRAB,Trần Linh,5,a year ago,"The gym smells amazing, the music costs 10,000,000 VND, the staff are lovely, and the receptionists are super cute!"
ChZDSUhNMG9nS0VJQ0FnSURuNUtxb0d3EAE,Trang Lê,5,a year ago,"The gym smells nice, the music is great, and the personal trainer is enthusiastic and friendly."
ChZDSUhNMG9nS0VJQ0FnSURueHNXd0d3EAE,17 Lê Nhật Minh,5,a year ago,"The rooms are clean, the equipment is new, and the personal trainers are very enthusiastic."
ChZDSUhNMG9nS0VJQ0FnSUNIMG9YeWJBEAE,Hkhndgxyebi 647,5,2 years ago,"The gym is clean and spacious, and the personal trainers are friendly."
ChZDSUhNMG9nS0VJQ0FnTUNnbmJhMEt3EAE,VAN NGAI DINH,5,a year ago,"I'm just starting out, and it seems okay."
Ci9DQUlRQUNvZENodHljRjlvT2tsYWNYRXhSVFUyVjJOdE5IZHdXbTlIZEZkU2MzYxAB,mynhan nguyenthi,5,9 months ago,"Spacious
Pt declared enthusiastically"
Ci9DQUlRQUNvZENodHljRjlvT2pkSldERnVNRTFHVURjNWRtVXdVV2c1ZWtKU1NrRRAB,Thịnh Đức,5,11 months ago,"Many machines, friendly staff, professional personal trainers."
ChZDSUhNMG9nS0VJQ0FnTURJbjRpYUx3EAE,tan le thanh,5,a year ago,"The gym is clean, and the staff are very helpful, especially Ms. Phuong and Ms. Tram."
ChZDSUhNMG9nS0VJQ0FnTURva3ZIOEdBEAE,Anh -01 Tuấn,5,a year ago,"The gym is spacious, clean, and okay."
ChdDSUhNMG9nS0VJQ0FnTUR3OVpLRnB3RRAB,21.Nguyễn Giang nam,5,a year ago,"The coach is great, enthusiastic and funny.
Ms. Phuong is very enthusiastic in her advice."
ChZDSUhNMG9nS0VJQ0FnTUNva1AtbGN3EAE,Trung nguyễn,5,a year ago,The gym is clean and the staff are friendly.
ChdDSUhNMG9nS0VJQ0FnSUN6NFAyUW1RRRAB,Công Phạm quốc,5,2 years ago,"The room is clean, airy, and equipped with new, modern appliances."
ChZDSUhNMG9nS0VJQ0FnTUNJdWFXWVV3EAE,Nhã Thanh,5,a year ago,"The gym is clean, spacious, well-ventilated, and fully equipped with machines."
ChZDSUhNMG9nS0VNZXB1OFNNaG9XZGRREAE,bao le,5,a year ago,"Beautiful, good"
Ci9DQUlRQUNvZENodHljRjlvT2xwRmNHdHRWVmhoT1VaTFJEaHJVRFZhTVMxT1pVRRAB,Nguyen Luc,5,10 months ago,5 stars
ChZDSUhNMG9nS0VJQ0FnSUNydTlpQ2JnEAE,Thien Tuan Do Nguyen,5,2 years ago,"The gym is clean and smells nice, definitely worth a visit."
ChZDSUhNMG9nS0VJQ0FnSUQ3Z3FlZ2VnEAE,Quang Nguyễn Duy,5,2 years ago,"The gym is beautiful and spacious. The personal trainers are enthusiastic, friendly, and cheerful."
ChdDSUhNMG9nS0VJQ0FnSUNyNHBINGd3RRAB,Mơ Nguyễn Thị,5,2 years ago,The space is spacious and airy. The staff are enthusiastic and friendly.
ChZDSUhNMG9nS0VJQ0FnTUNRdFl5UFNBEAE,Thanh Bình Trần,5,a year ago,10 points
ChdDSUhNMG9nS0VJQ0FnSUN6ME5qbWlBRRAB,Thinh Nguyen,5,2 years ago,The gym is clean and the staff are enthusiastic.
Ci9DQUlRQUNvZENodHljRjlvT2xob01VaG1SRTl3UmtsTFJHMXdPR1V0VjBWMVpYYxAB,Trung Lê,5,11 months ago,"Excellent consulting service, complete set of equipment."
ChdDSUhNMG9nS0VJQ0FnSUNiMHQ3Qy1BRRAB,dai pham,5,2 years ago,"The gym is nice and cool, and the staff are very enthusiastic."
ChZDSUhNMG9nS0VJQ0FnSURuOEwyaE13EAE,Chí Cường Nguyễn,5,a year ago,It was a fantastic experience and definitely worth trying.
ChZDSUhNMG9nS0VJQ0FnSURuNDUzX1JREAE,lê thanh vy hoàng,5,a year ago,"Friendly personal trainers, clean gym. No 10/10 rating, but 🫰🏻 …"
ChdDSUhNMG9nS0VJQ0FnTURJeHZLT3V3RRAB,16.10D4.Đoàn Thành Lộc,5,a year ago,"The facilities are excellent, and the atmosphere is comfortable."
ChZDSUhNMG9nS0VJQ0FnSUNibU1PQVRREAE,Ha Nguyen,5,2 years ago,"The room was clean, bright, cheerful, and friendly."
ChZDSUhNMG9nS0VJQ0FnSUR2bU5tcEpREAE,Giang Đỗ,5,a year ago,The gym is clean and friendly.
ChdDSUhNMG9nS0VJQ0FnSURyMHJIRzBRRRAB,Hoa Đinh,5,2 years ago,"Good service
Helpful advice
Spacious environment"
Ci9DQUlRQUNvZENodHljRjlvT2w5T1RYaG5SRFpEVlVwRlMyNU5NbFV3YnpScFptYxAB,Minh Thái,5,a year ago,The PT (Personal Trainer) provided very thorough guidance.
Ci9DQUlRQUNvZENodHljRjlvT2xoNldtdERVbWRNVWxKT01sYzBXa2QwV2w5c2JVRRAB,HUY NGO,5,3 months ago,A clean gym is good.
ChdDSUhNMG9nS0VJQ0FnSURYc2ViUGtRRRAB,Việt Phan Quốc,5,a year ago,The room is nice and very clean and comfortable
ChZDSUhNMG9nS0VJQ0FnSUNMaGVud2ZnEAE,Tuấn Lê,5,2 years ago,"Good quality, excellent service."
ChZDSUhNMG9nS0VJQ0FnSURMN1AtbGVBEAE,tín phan,5,2 years ago,The room was nice! Clean.
ChdDSUhNMG9nS0VJQ0FnTURnZ2ZXLThnRRAB,ba le,5,a year ago,Clean and cool.
Ci9DQUlRQUNvZENodHljRjlvT2t0MlVFcHhkV2w1YW1JeU1EVlphV1k1ZGtwVFRsRRAB,Trường Chân Nguyễn,5,11 months ago,That's great!
ChdDSUhNMG9nS0VJQ0FnTURvLTY3bDZnRRAB,Minh khoi Nguyen,5,a year ago,Okk practice
ChZDSUhNMG9nS0VLSzhzTnowMThlbEJ3EAE,Hương Lê Trầm (Nhân Ái),5,a year ago,Very professional
ChdDSUhNMG9nS0VJQ0FnSURydHJUWndnRRAB,Shanley Hoài Phong,5,2 years ago,That's great!
Ci9DQUlRQUNvZENodHljRjlvT205elpXeGpUbWxCVFdoNU9HWlZXSHAzU1d4ak1sRRAB,Phương Thảo,5,9 months ago,
ChZDSUhNMG9nS0VJQ0FnTURRcXM3MUF3EAE,Chân Bùi,5,a year ago,Thank you for choosing and partnering with The Shine in your training journey!
ChdDSUhNMG9nS0VJQ0FnTURvLTY2RnpnRRAB,đăng nguyễn,5,a year ago,exercise okkkkkk
Ci9DQUlRQUNvZENodHljRjlvT214a1JsaElSa3hqZWpkM2J6VlRSMHRwZG5ZemRsRRAB,Tiến Minh,5,11 months ago,Good
Ci9DQUlRQUNvZENodHljRjlvT2tkT09YRXpaamRtVVd0Wk0zRjNUbTVqVW5aWE0xRRAB,Cao Tue Tran,5,6 days ago,
Ci9DQUlRQUNvZENodHljRjlvT25wTFRtOTJla2RMT1d4eVdISnBaV3c1WWpWSlJYYxAB,Lan Đinh Tuyết,5,a month ago,"The gym is student-friendly, reasonably priced, and suitable for student needs."
Ci9DQUlRQUNvZENodHljRjlvT25wMWExbE5NblI0WlhsWVZXbFdOMDlFTTNkSk1sRRAB,Trung Kiên Phạm,2,a month ago,
Ci9DQUlRQUNvZENodHljRjlvT2s5dVkzZHNRMEpWVFdseVUxVmtWbWhxUjE4eVptYxAB,Gia Huy Trần Huỳnh,5,a month ago,"The gym is very comfortable, clean, and the equipment suits my needs."
Ci9DQUlRQUNvZENodHljRjlvT21WUVMyNTRaWEpMU0RkU1N6UTFTbFUxY0VOb1NsRRAB,Hoàng Vũ Lê,5,a month ago,"The gym is beautiful, the service is great, and the personal trainers are enthusiastic. The female staff are very friendly. In short, it's fantastic."
Ci9DQUlRQUNvZENodHljRjlvT2pSWVNGSktSMXB6UlhOTWRsaE5Ua05CVHpOQ2NHYxAB,Linh Lê,5,a month ago,"The gym is comfortable, and the receptionists are very nice. The personal trainers are also cute, I highly recommend it! The prices are reasonable, not expensive at all. Honestly, I'm so happy to have found a gym I really like!"
Ci9DQUlRQUNvZENodHljRjlvT21sa2NqWk5YMjFsVEVrNVZWUnpkV3hJVTA1VWVsRRAB,Nhân Đỗ,5,a month ago,"The gym has enough machines, and while the service isn't top-notch, I got a 12-month package through a transfer and have been working out for two months now, which is great. I didn't sign up for a personal trainer, but the guys there were very helpful. I'd give it a 10/10 if anyone else complained! ♥️♥️ The receptionist, Ms. Tram, was also very enthusiastic and friendly! 🌹🌹"
Ci9DQUlRQUNvZENodHljRjlvT2xwWk9FSmhUVXRCYVdobFpucHZTMGx4YjJkWFYxRRAB,Quốc Nguyễn Lê Tiến,5,6 months ago,
Ci9DQUlRQUNvZENodHljRjlvT2tOU1MzRm5kV3R2U2kxZk5GQXpiR3hTZWxFMGNVRRAB,jacopo pugnotti,5,7 months ago,
Ci9DQUlRQUNvZENodHljRjlvT2pFMFh6ZHBaV1JUUmw5dk9IaEdOVGRqYW5Gak9VRRAB,Ân Nguyễn Thiên,5,9 months ago,
Ci9DQUlRQUNvZENodHljRjlvT21KMlgwaFBSSGQ1YWtwTmRFVnpja290UkdzNGFYYxAB,Triết Minh,5,a year ago,
Ci9DQUlRQUNvZENodHljRjlvT21aeVR6UkVSSGhLY2xGUWJWWmpZemx2VlZGcFduYxAB,Nhật Đặng Minh,5,a year ago,
ChZDSUhNMG9nS0VJQ0FnTUNvcThXN0RBEAE,Hưng Khổng,5,a year ago,Thank you for choosing and partnering with The Shine in your training journey!
ChZDSUhNMG9nS0VJQ0FnTURJc0lmM0VREAE,Vũ Chí Cường,5,a year ago,Thank you for choosing and partnering with The Shine in your training journey!
ChdDSUhNMG9nS0VJQ0FnTUR3N09ibW53RRAB,Nguyễn Gia Khánh,5,a year ago,Thank you for choosing and partnering with The Shine in your training journey!
ChZDSUhNMG9nS0VJQ0FnTURnLXZtLWF3EAE,Phú Gia,5,a year ago,Thank you for choosing and partnering with The Shine in your training journey!
ChZDSUhNMG9nS0VJQ0FnSURubEk2WlhREAE,Lê Trọng Tín,5,a year ago,Thank you very much for choosing and joining The Shine in your training journey!
ChZDSUhNMG9nS0VJQ0FnSURuNUtmRGRBEAE,Hải Long Trần Nguyễn,5,a year ago,Thank you very much for choosing and joining The Shine in your training journey!
ChdDSUhNMG9nS0VJQ0FnSUQ3cE5DdGh3RRAB,Nguyễn Huỳnh Minh Thư,5,2 years ago,Thank you so much for choosing The Shine and for your continued support in your training!
ChZDSUhNMG9nS0VJQ0FnSUNybTR1SFd3EAE,Min - - LM .,5,2 years ago,Thank you for trusting and choosing The Shine center to train with!
ChdDSUhNMG9nS0VJQ0FnSURMOTlDUHFRRRAB,Nguyễn Đoàn Viết Khá,5,2 years ago,Thank you for trusting and choosing The Shine center to train with!
